PriceRange,ReleaseYear,Camera,AvailableColors,Ram_GB,NetworkSupport,BluetoothVersion,Rom_GB,BatteryCapacity,VideoRes,NumOfSensors,FastCharging,WR_version,OTG,USB_Version,TypeC,NFC,Display,Protection,Chipset,Processor,GPU,Fingerprint,FaceLock
1.0,2020.0,16.0,2.0,4.0,3.0,5.0,128.0,5000.0,1080.0,5.0,18.0,0.0,1,2.0,1,0,LTPS IPS LCD Touchscreen,0,Qualcomm Snapdragon 665 (11 nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
1.0,2020.0,16.0,4.0,8.0,3.0,5.0,128.0,5000.0,1080.0,5.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 665 (11 nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
0.0,2020.0,5.0,2.0,4.0,3.0,4.2,32.0,4230.0,0.0,4.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,1,Mediatek Helio P35 (12 nm),"Octa core, up to 2.35 GHz",PowerVR GE8320,1,1
1.0,2020.0,8.0,3.0,6.0,3.0,5.0,64.0,4230.0,1080.0,5.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,1,Mediatek Helio P35 (12nm),"Octa core, up to 2.0 GHz",PowerVR GE8320,1,1
0.0,2019.0,5.0,2.0,2.0,3.0,4.2,32.0,4000.0,720.0,3.0,10.0,0.0,1,2.0,0,0,In-Cell IPS Touchscreen,1,MediaTek Helio P22 (12 nm),"Octa core, 2.0 GHz",PowerVR GE8320,0,1
2.0,2020.0,32.0,2.0,8.0,3.0,5.0,128.0,4015.0,1080.0,5.0,30.0,0.0,1,2.0,1,0,Super AMOLED Touchscreen,1,Qualcomm Snapdragon 720G (8 nm),"Octa core, up to 2.3 GHz",Adreno 618,1,1
2.0,2020.0,44.0,3.0,8.0,3.0,5.0,128.0,4025.0,1080.0,5.0,30.0,0.0,1,2.0,1,0,Super AMOLED Touchscreen,1,Mediatek Helio P95 (12 nm),"Octa core, up to 2.2 GHz",PowerVR GM9446,1,1
1.0,2019.0,8.0,2.0,4.0,3.0,5.0,64.0,5000.0,1080.0,5.0,10.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 665 (11 nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
1.0,2019.0,16.0,3.0,8.0,3.0,5.0,128.0,5000.0,1080.0,5.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 665 (11 nm),"Octa core, up to 2.0 GHz",Adreno 610,1,1
4.0,2019.0,16.0,2.0,8.0,3.0,5.0,256.0,4065.0,1080.0,5.0,20.0,0.0,1,2.0,1,0,AMOLED Touchscreen,1,Qualcomm Snapdragon 855 (7 nm),"Octa core, up to 2.84 GHz",Adreno 640,1,1
3.0,2019.0,16.0,2.0,8.0,3.0,5.0,128.0,3765.0,1080.0,5.0,20.0,0.0,1,2.0,1,0,AMOLED Touchscreen,1,Qualcomm Snapdragon 710 (10 nm),"Octa core, up to 2.2 GHz",Adreno 616,1,1
1.0,2019.0,8.0,5.0,3.0,3.0,4.2,32.0,4230.0,0.0,3.0,10.0,0.0,1,2.0,0,0,S-IPS LCD Touchscreen,1,Mediatek Helio P35 (12 nm),"Octa-core, up to 2.3 GHz",PowerVR GE8320,1,1
2.0,2019.0,32.0,2.0,6.0,3.0,5.0,64.0,4000.0,1080.0,5.0,20.0,0.0,1,2.0,0,0,LTPS IPS LCD Touchscreen,0,Mediatek Helio P70 (12 nm),"Octa core, up to 2.1 GHz",Mali-G72 MP3,1,1
2.0,2020.0,16.0,2.0,8.0,3.0,4.2,128.0,4025.0,1080.0,5.0,20.0,0.0,1,2.0,1,0,AMOLED Touchscreen,1,Mediatek Helio P70 (12 nm),"Octa core, up to 2.1 GHz",Mali-G72 MP3,1,1
4.0,2018.0,25.0,2.0,8.0,3.0,5.0,128.0,3700.0,1080.0,5.0,50.0,0.0,1,3.1,1,1,AMOLED Touchscreen,1,Qualcomm Snapdragon 710 (10 nm),"Octa core, up to 2.2 GHz",Adreno 616,1,1
1.0,2018.0,16.0,3.0,4.0,3.0,4.2,32.0,4230.0,1080.0,4.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 450 (14 nm),"Octa core, 1.8 GHz",Adreno 505,1,1
1.0,2019.0,16.0,3.0,4.0,3.0,4.2,64.0,4020.0,1080.0,4.0,20.0,0.0,1,2.0,0,0,LTPS IPS LCD Touchscreen,0,Mediatek Helio P70 (12 nm),"Octa core, up to 2.1 GHz",Mali-G72 MP3,1,1
1.0,2018.0,8.0,2.0,4.0,3.0,4.2,32.0,4230.0,1080.0,4.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 450 (14 nm),"Octa core, 1.8 GHz",Adreno 505,1,1
2.0,2018.0,25.0,3.0,6.0,3.0,4.2,64.0,3500.0,1080.0,5.0,20.0,0.0,1,2.0,0,0,LTPS IPS LCD Touchscreen,1,MediaTek Helio P60 (12 nm),"Octa core, up to 2.0 GHz",Mali-G72 MP3,1,1
1.0,2018.0,8.0,2.0,3.0,3.0,4.2,16.0,4230.0,1080.0,4.0,0.0,0.0,1,2.0,0,0,In-Cell IPS Touchscreen,0,Qualcomm Snapdragon 450 (14 nm),"Octa core, 1.8 GHz",Adreno 506,0,1
1.0,2018.0,25.0,3.0,6.0,3.0,4.2,64.0,3400.0,1080.0,5.0,0.0,0.0,1,2.0,0,0,LTPS IPS LCD Touchscreen,1,MediaTek Helio P60 (12 nm),"Octa core, up to 2.0 GHz",Mali-G72 MP3,1,1
1.0,2018.0,5.0,3.0,3.0,3.0,4.2,16.0,3000.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,1,Qualcomm Snapdragon 450 (14 nm),"Octa core, 1.8 GHz",Adreno 506,0,1
1.0,2018.0,8.0,4.0,4.0,3.0,4.2,16.0,3180.0,1080.0,3.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,1,Mediatek Helio P23 (16 nm),"Octa core, 2.5 GHz",Mali-G71 MP2,0,1
4.0,2021.0,12.0,4.0,6.0,4.0,5.0,128.0,4352.0,2160.0,6.0,27.0,68.0,1,2.0,0,1,Super Retina XDR OLED Touchscreen,1,Apple A15 Bionic (5 nm),"Hexa-core, up to 3.22 GHz",Apple GPU (5-core graphics),0,1
4.0,2021.0,12.0,4.0,6.0,4.0,5.0,128.0,3095.0,2160.0,6.0,23.0,68.0,1,2.0,0,1,Super Retina XDR OLED Touchscreen,1,Apple A15 Bionic (5 nm),"Hexa-core, up to 3.22 GHz",Apple GPU (5-core graphics),0,1
4.0,2021.0,12.0,5.0,4.0,4.0,5.0,128.0,3240.0,2160.0,6.0,20.0,68.0,1,2.0,0,1,Super Retina XDR OLED Touchscreen,1,Apple A15 Bionic (5 nm),"Hexa-core, up to 3.22 GHz",Apple GPU (4-core graphics),0,1
4.0,2021.0,12.0,5.0,4.0,4.0,5.0,128.0,2438.0,2160.0,6.0,20.0,68.0,1,2.0,0,1,Super Retina XDR OLED Touchscreen,1,Apple A15 Bionic (5 nm),"Hexa-core, up to 3.22 GHz",Apple GPU (4-core graphics),0,1
4.0,2020.0,12.0,4.0,6.0,4.0,5.0,128.0,2000.0,2160.0,6.0,18.0,68.0,1,2.0,0,1,Super Retina XDR OLED Touchscreen,1,Apple A14 Bionic (5 nm),Hexa-core,Apple GPU (4-core graphics),0,1
4.0,2020.0,12.0,4.0,6.0,4.0,5.0,128.0,2000.0,2160.0,6.0,18.0,68.0,1,2.0,0,1,Super Retina XDR OLED Touchscreen,1,Apple A14 Bionic (5 nm),Hexa-core,Apple GPU (4-core graphics),0,1
4.0,2020.0,12.0,5.0,6.0,4.0,5.0,64.0,2000.0,2160.0,6.0,18.0,68.0,1,2.0,0,1,Super Retina XDR OLED Touchscreen,1,Apple A14 Bionic (5 nm),Hexa-core,Apple GPU (4-core graphics),0,1
4.0,2020.0,12.0,5.0,6.0,4.0,5.0,64.0,2000.0,2160.0,6.0,18.0,68.0,1,2.0,0,1,Super Retina XDR OLED Touchscreen,1,Apple A14 Bionic (5 nm),Hexa-core,Apple GPU (4-core graphics),0,1
3.0,2020.0,7.0,3.0,3.0,3.0,5.0,64.0,1821.0,1080.0,6.0,18.0,67.0,1,2.0,0,1,Retina IPS LCD Touchscreen,1,Apple A13 Bionic (7 nm+),"Hexa-core, up to 2.65 GHz", Apple GPU (4-core graphics),1,0
4.0,2019.0,12.0,4.0,4.0,3.0,5.0,64.0,3969.0,2160.0,6.0,18.0,68.0,1,2.0,0,0,Super Retina XDR OLED Touchscreen,1,Apple A13 Bionic (7 nm+),"Hexa-core, up to 2.65 GHz",Apple GPU (4-core graphics),0,1
4.0,2019.0,12.0,4.0,4.0,3.0,5.0,64.0,3046.0,2160.0,6.0,18.0,68.0,1,2.0,0,0,Super Retina XDR OLED Touchscreen,1,Apple A13 Bionic (7 nm+),"Hexa-core, up to 2.65 GHz",Apple GPU (4-core graphics),0,1
4.0,2019.0,12.0,6.0,4.0,3.0,5.0,64.0,3110.0,2160.0,6.0,18.0,68.0,1,2.0,0,0,Liquid Retina IPS LCD Touchscreen,1,Apple A13 Bionic (7 nm+),"Hexa-core, up to 2.65 GHz", Apple GPU (4-core graphics),0,1
4.0,2018.0,7.0,3.0,4.0,3.0,5.0,64.0,3174.0,1080.0,6.0,15.0,68.0,1,2.0,0,1,Super Retina OLED Touchscreen,1,Apple A12 Bionic (7 nm),"Hexa-core, up to 2.5 GHz",Apple GPU (4-core graphics),0,1
4.0,2018.0,7.0,3.0,4.0,3.0,5.0,64.0,2658.0,1080.0,6.0,15.0,68.0,1,2.0,0,1,Super Retina OLED Touchscreen,1,Apple A12 Bionic (7 nm),"Hexa-core, up to 2.5 GHz",Apple GPU (4-core graphics),0,1
4.0,2018.0,7.0,6.0,3.0,3.0,5.0,64.0,2942.0,1080.0,6.0,15.0,67.0,1,2.0,0,1,Liquid Retina IPS LCD Touchscreen,1,Apple A12 Bionic (7 nm),"Hexa-core, up to 2.5 GHz",Apple GPU (4-core graphics),0,1
4.0,2017.0,7.0,2.0,3.0,3.0,5.0,64.0,2716.0,1080.0,6.0,15.0,67.0,1,2.0,0,1,Super Retina OLED Touchscreen,1,Apple A11 Bionic (10 nm),"Hexa-core, up to 2.39 GHz",Apple GPU (3-core graphics),0,1
4.0,2017.0,7.0,4.0,3.0,3.0,5.0,64.0,2691.0,1080.0,6.0,15.0,67.0,1,2.0,0,1,Retina IPS LCD Touchscreen,1,Apple A11 Bionic (10 nm),Hexa-core,Apple GPU (3-core graphics),1,0
4.0,2017.0,7.0,4.0,2.0,3.0,5.0,64.0,1821.0,1080.0,6.0,15.0,67.0,1,2.0,0,1,Retina IPS LCD Touchscreen,1,Apple A11 Bionic (10 nm),Hexa-core, Apple GPU (3-core graphics),1,0
3.0,2016.0,7.0,6.0,3.0,3.0,4.2,32.0,2900.0,1080.0,6.0,0.0,67.0,1,2.0,0,1,Retina IPS LCD Touchscreen,1,Apple A10 Fusion (16 nm),"Quad-core, 2.34 GHz",PowerVR Series7XT Plus (6-core graphics),1,0
2.0,2016.0,7.0,6.0,2.0,3.0,4.2,32.0,1960.0,1080.0,6.0,0.0,67.0,1,2.0,0,1,Retina IPS LCD Touchscreen,1,Apple A10 Fusion (16 nm),"Quad-core, 2.34 GHz",PowerVR Series7XT Plus (6-core graphics),1,0
2.0,2016.0,1.0,4.0,2.0,3.0,4.2,16.0,1624.0,720.0,5.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,1,Apple A9 (14 nm),"Dual-core, 1.84 GHz",PowerVR GT7600 (6-core graphics),1,0
2.0,2015.0,5.0,4.0,2.0,3.0,4.2,16.0,2750.0,1080.0,6.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,1,Apple A9 (14 nm),"Dual-core, 1.84 GHz",PowerVR GT7600 (6-core graphics),1,0
2.0,2015.0,5.0,4.0,2.0,3.0,4.2,16.0,1715.0,1080.0,6.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,1,Apple A9 (14 nm),"Dual-core, 1.84 GHz",PowerVR GT7600 (6-core graphics),1,0
2.0,2014.0,1.0,3.0,1.0,3.0,4.0,16.0,1810.0,720.0,6.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,1,Apple A8 (20 nm),"Dual-core, 1.4 GHz",PowerVR GX6450 (quad-core graphics),1,0
0.0,2021.0,5.0,2.0,2.0,3.0,4.0,32.0,5000.0,720.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Unspecified,"Octa-core, 1.6 GHz",IMG GE8322,1,1
0.0,2021.0,5.0,3.0,2.0,3.0,4.0,32.0,3000.0,720.0,2.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Unspecified,"Octa-core, 1.6 GHz",PowerVR GE8322,1,1
0.0,2020.0,5.0,2.0,1.0,2.0,4.0,16.0,4000.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Unspecified,"Quad-core, 1.3 GHz",Mali T-820,1,1
0.0,2021.0,8.0,4.0,3.0,3.0,4.0,32.0,5000.0,1080.0,3.0,10.0,0.0,1,2.0,1,0,IPS Touchscreen,0,UNISOC T610 (12 nm),"Octa-core, 1.8 GHz",Mali-G52 MP2,1,1
0.0,2021.0,8.0,4.0,2.0,3.0,4.0,32.0,4000.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,,"Octa-core, 1.8 GHz",PowerVR GE8322,1,1
0.0,2021.0,8.0,4.0,4.0,3.0,4.0,32.0,6000.0,1080.0,4.0,10.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek Helio G35 (12 nm),"Octa-core, 2.3 GHz",PowerVR GE8320,1,1
0.0,2021.0,13.0,3.0,3.0,3.0,4.0,64.0,5000.0,1080.0,4.0,10.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek Helio G35 (12 nm),"Octa-core, 2.3 GHz",PowerVR GE8320,1,1
0.0,2021.0,5.0,2.0,3.0,3.0,4.0,32.0,5000.0,1080.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Unspecified,"Octa-core, 1.8 GHz",IMG GE8322,1,1
0.0,2021.0,5.0,2.0,2.0,3.0,4.0,32.0,5000.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,,1.6 GHz,550 MHz speed,1,1
0.0,2020.0,5.0,3.0,2.0,3.0,4.0,32.0,4000.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek,"Octa-core, 1.8 GHz",PowerVR GE8300,1,1
1.0,2021.0,8.0,3.0,4.0,3.0,4.0,64.0,5000.0,1080.0,3.0,10.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek Helio A25 (12 nm),"Octa-core, 1.8 GHz",PowerVR GE8320,1,1
0.0,2020.0,5.0,3.0,1.0,2.0,4.0,8.0,2000.0,0.0,1.0,0.0,0.0,0,2.0,0,0,Touchscreen,0,,"Quad-core, 1.3 GHz",Mali-T800,0,0
0.0,2020.0,5.0,3.0,2.0,3.0,4.0,16.0,3000.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,UNiSOC SC9863A (28 nm),"Octa-core, 1.6 GHz",PowerVR GE8322,1,1
0.0,2020.0,8.0,4.0,2.0,3.0,4.0,16.0,3500.0,1080.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,UNiSOC SC9863A (28 nm),"Octa-core, 1.6 GHz",PowerVR GE8322,1,1
0.0,2020.0,5.0,2.0,1.0,2.0,4.0,8.0,2400.0,0.0,2.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,,"Quad-core, 1.3 GHz",Mali-T820 MP1,0,0
0.0,2020.0,8.0,2.0,2.0,3.0,4.0,32.0,4000.0,1080.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek Helio A25 (12 nm),"Octa-core, 1.8 GHz",PowerVR GE8320,1,1
0.0,2020.0,8.0,2.0,3.0,3.0,4.0,32.0,4000.0,1080.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek Helio A25 (12 nm),"Octa-core, 1.8 GHz",PowerVR GE8320,1,1
0.0,2020.0,5.0,3.0,1.0,3.0,4.0,8.0,2500.0,0.0,2.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,,"Quad-core, 1.5 GHz",Mali-T820 MP1,0,0
0.0,2020.0,8.0,2.0,3.0,3.0,4.0,32.0,5000.0,1080.0,3.0,10.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek Helio A25 (12 nm),"Octa-core, 1.8 GHz",PowerVR GE8320,1,1
0.0,2020.0,5.0,3.0,1.0,3.0,4.0,8.0,2000.0,0.0,2.0,0.0,0.0,1,2.0,0,0,Touchscreen,0,,"Quad-core, 1.4 GHz",Mali-T820 MP1,0,0
1.0,2020.0,8.0,1.0,4.0,3.0,4.0,64.0,4000.0,1080.0,4.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek Helio P25 (16 nm),"Octa-core, 2.6 GHz",Mali-T880,1,1
0.0,2020.0,5.0,3.0,1.0,2.0,4.0,16.0,3700.0,0.0,2.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,,"Quad-core, 1.4 GHz",Mali-T820 MP1,1,1
0.0,2019.0,8.0,1.0,3.0,3.0,4.0,32.0,4000.0,0.0,2.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,UniSoC SC9863A,"Octa-core, 1.6 GHz",IMG 8322,1,1
0.0,2019.0,8.0,3.0,2.0,3.0,4.0,16.0,3500.0,0.0,4.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,UniSoC,"Octa-core, 1.6 GHz",IMG 8322,1,1
0.0,2019.0,240.0,4.0,64.0,1.0,4.0,64.0,1100.0,0.0,1.0,0.0,0.0,0,2.0,0,0,TFT,1,,,,0,0
0.0,2019.0,240.0,4.0,32.0,1.0,4.0,32.0,1700.0,0.0,1.0,0.0,0.0,0,2.0,0,0,TFT,1,,,,0,0
0.0,2019.0,5.0,4.0,1.0,2.0,4.1,8.0,4000.0,0.0,4.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Spreadtrum SC7731E,"Quad-core, 1.3 GHz",Mali-T820,1,1
0.0,2019.0,5.0,3.0,1.0,2.0,4.2,8.0,2000.0,0.0,1.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Spreadtrum SC7731E (28 nm),"Quad-core, 1.3 GHz",Mali-T820,1,0
0.0,2019.0,8.0,4.0,2.0,3.0,4.0,16.0,3000.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,,"Quad-core, 1.4 GHz",Mali-T820 MP1,1,1
0.0,2019.0,5.0,2.0,1.0,2.0,4.0,8.0,2200.0,0.0,1.0,0.0,0.0,0,2.0,0,0,IPS Touchscreen,0,Mediatek MT6739,"Quad-core, 1.3 GHz",Mali 400 MP2,0,0
0.0,2019.0,2.0,3.0,1.0,2.0,4.0,8.0,2150.0,0.0,2.0,0.0,0.0,0,2.0,0,0,IPS Touchscreen,0,Mediatek MT6739,"Quad-core, 1.3 GHz",Mali 400 MP2,0,0
0.0,2019.0,8.0,1.0,3.0,3.0,4.0,32.0,3000.0,0.0,2.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,,"Octa-core, 1.6 GHz",IMG 8322,1,1
0.0,2019.0,0.0,3.0,512.0,2.0,4.0,8.0,1500.0,0.0,1.0,0.0,0.0,0,2.0,0,0,TN Touchscreen,0,,"Quad-core, 1.3 GHz",Mali-400 MP2,0,0
0.0,2019.0,5.0,3.0,3.0,3.0,4.0,16.0,2500.0,0.0,2.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,,"Quad-core, 1.4 GHz",Mali T820 MP1,1,1
0.0,2019.0,2.0,3.0,1.0,2.0,4.0,8.0,2000.0,0.0,1.0,0.0,0.0,0,2.0,0,0,TN Touchscreen,0,MediaTek,"Quad-core, 1.3 GHz",Mali-T820,0,1
0.0,2019.0,8.0,2.0,2.0,3.0,4.2,16.0,3200.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,UniSoC SC9863A (28 nm),"Octa-core, 1.6 GHz",PowerVR GE8322,1,1
0.0,2019.0,5.0,4.0,1.0,2.0,2.1,8.0,2500.0,0.0,1.0,0.0,0.0,0,2.0,0,0,IPS Touchscreen,0,Spreadtrum SC7731E,"Quad-core, 1.3 GHz",Mali-T820,0,0
0.0,2019.0,5.0,3.0,1.0,2.0,4.1,16.0,2900.0,0.0,4.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Spreadtrum SC7731E,"Quad-core, 1.3 GHz",Mali-T820 MP1,1,1
0.0,2019.0,8.0,3.0,1.0,3.0,4.0,16.0,2500.0,0.0,4.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Spreadtrum SC9832E,"Quad-core, 1.4 GHz",Mali T-820,1,1
0.0,2019.0,5.0,2.0,2.0,3.0,4.0,32.0,4000.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Unisoc SC9863A,"Octa-core, 1.6 GHz",PowerVR GE8322,1,1
0.0,2019.0,2.0,4.0,1.0,2.0,4.1,8.0,2000.0,0.0,1.0,0.0,0.0,0,2.0,0,0,Touchscreen,0,MediaTek,"Quad-core, 1.3 GHz",Mali 400 MP2,0,0
0.0,2019.0,5.0,3.0,1.0,3.0,4.1,8.0,2500.0,0.0,2.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek MT6739,"Quad-core, 1.5 GHz",Mali-400 MP2,0,0
0.0,2019.0,5.0,4.0,1.0,2.0,4.1,8.0,2500.0,0.0,1.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek MT6580,"Quad-core, 1.3 GHz",Mali-400 MP2,1,0
0.0,2019.0,8.0,4.0,2.0,3.0,4.1,16.0,3000.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,Spreadtrum SC9832E,"Quad-core, 1.4 GHz",Mali-T820,0,1
0.0,2018.0,5.0,4.0,1.0,3.0,4.1,8.0,2400.0,0.0,1.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,,"Quad-core, 1.3 GHz",420 MHz,0,0
0.0,2018.0,5.0,3.0,1.0,3.0,4.1,8.0,2200.0,0.0,1.0,0.0,0.0,1,2.0,0,0,TN Touchscreen,0,,"Quad-core, 1.4 GHz",Mali 400 MP2,0,0
0.0,2018.0,2.0,3.0,1.0,2.0,4.1,8.0,2000.0,0.0,1.0,0.0,0.0,1,2.0,0,0,TN Touchscreen,0,,"Quad-core, 1.3 GHz",Mali-400,0,0
0.0,2018.0,8.0,3.0,2.0,3.0,4.2,16.0,3200.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek MT6739,"Quad-core, 1.5 GHz",PowerVR GE8100,1,1
0.0,2018.0,5.0,1.0,1.0,2.0,4.1,8.0,3200.0,0.0,2.0,0.0,0.0,1,2.0,0,0,Touchscreen,0,,"Quad-core, 1.4 GHz",Mali 400 MP2,0,0
0.0,2018.0,5.0,1.0,1.0,2.0,4.1,8.0,2150.0,0.0,2.0,0.0,0.0,1,2.0,0,0,Touchscreen,0,,"Quad-core, 1.3 GHz",Mali 400 MP2,0,0
0.0,2018.0,5.0,2.0,1.0,2.0,4.1,8.0,2500.0,0.0,2.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,,"Quad-core, 1.3 GHz",Mali 400 MP2,0,0
1.0,2018.0,8.0,2.0,3.0,3.0,4.2,32.0,4000.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek MT6737,"Quad-core, 1.3 GHz",Mali-T720,1,1
0.0,2018.0,8.0,1.0,2.0,3.0,4.2,16.0,2900.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,MediaTek MT6737,"Quad-core, 1.3 GHz",Mali-T720,1,0
0.0,2017.0,8.0,3.0,1.0,2.0,4.1,8.0,2500.0,0.0,2.0,0.0,0.0,1,2.0,0,0,IPS Touchscreen,0,,"Quad-core, 1.3 GHz",Mali 400 MP2,0,0
0.0,2021.0,8.0,2.0,2.0,3.0,5.0,32.0,5000.0,0.0,3.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio A20 (12 nm),"Quad-core, 1.8 GHz",PowerVR GE8320,1,1
1.0,2021.0,8.0,1.0,6.0,3.0,5.0,64.0,5000.0,1080.0,3.0,33.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,0,Mediatek Helio G85 (12 nm),"Octa-core, up to 2.0 GHz",Mali-G52 MC2,1,1
1.0,2021.0,8.0,2.0,4.0,3.0,5.0,64.0,6000.0,1080.0,3.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio G70 (12 nm),"Octa-core, up to 2.0 GHz",Mali-G52 MC2,1,1
1.0,2021.0,16.0,2.0,6.0,3.0,5.0,128.0,5000.0,1080.0,4.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,0,Mediatek Helio G85 (12 nm),"Octa-core, 2 GHz",Mali-G52 MC2,1,1
1.0,2021.0,16.0,2.0,6.0,3.0,5.0,128.0,5000.0,1080.0,4.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,0,Mediatek Helio G85 (12 nm),"Octa-core, 2 GHz",Mali-G52 MC2,1,1
1.0,2021.0,8.0,4.0,6.0,3.0,5.0,64.0,5000.0,1080.0,3.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio G80 (12 nm),"Octa-core, up to 2.0 GHz",Mali-G52 MC2,1,1
1.0,2020.0,48.0,1.0,8.0,3.0,5.0,128.0,4500.0,1080.0,4.0,33.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,0,Mediatek Helio G90T (12 nm),"Octa-core, 2.05 GHz",Mali-G76 MC4,1,1
1.0,2020.0,16.0,2.0,6.0,3.0,5.0,128.0,5000.0,1080.0,4.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,0,Mediatek Helio G70 (12 nm),"Octa-core, 2 GHz",Mali-G52 MC2,1,1
0.0,2020.0,8.0,2.0,4.0,3.0,5.0,32.0,5000.0,1080.0,3.0,0.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio A20 (12 nm),"Quad-core, 1.8 GHz",PowerVR GE8320,1,1
1.0,2020.0,8.0,4.0,4.0,3.0,5.0,128.0,5000.0,1080.0,3.0,18.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio G70 (12 nm),"Octa-core, up to 2.0 GHz",Mali-G52,1,1
1.0,2020.0,16.0,3.0,6.0,3.0,5.0,128.0,5000.0,1080.0,4.0,18.0,0.0,1,2.0,1,0,IPS LCD Touchscreen,0,Mediatek Helio G70 (12 nm),"Octa-core, 2 GHz",Mali-G52 MC2,1,1
0.0,2020.0,8.0,3.0,3.0,3.0,5.0,32.0,6000.0,1080.0,3.0,10.0,0.0,1,2.0,0,0,IPS LCD Touchscreen,0,Mediatek Helio A25 (12 nm),"Octa-core, 1.8 GHz (3/64 GB model)
Quad-core, 1.8 GHz (2/32 GB model)",PowerVR GE8320,1,1
